CustomerID,TotalSpend,TransactionFrequency,TotalItems,ProductVariety
14758.0,1380.9099999999999,3,421,52
14761.0,192.02,1,88,13
14762.0,117.05000000000001,1,87,9
14766.0,4082.76,6,2714,164
14767.0,382.81,1,117,18
14769.0,5097.13,9,3819,252
14770.0,2761.2200000000003,6,1108,119
14771.0,594.62,2,622,46
14773.0,140.55,1,53,10
14774.0,241.45,1,99,13
14775.0,406.56,1,384,20
14776.0,1170.0,4,1524,45
14777.0,307.56,1,212,16
14783.0,307.3,1,262,17
14784.0,159.94,1,126,12
14786.0,90.96,1,112,7
14787.0,110.65,1,59,14
14788.0,476.88,1,298,28
14790.0,1781.56,6,1943,52
14791.0,303.63,1,127,19
14793.0,396.91,1,270,25
14794.0,633.99,3,110,23
14796.0,2865.05,11,1627,195
14797.0,300.31,1,99,16
14798.0,550.5699999999999,5,451,22
14799.0,180.45,1,349,10
14800.0,3415.38,6,3294,175
14802.0,1502.98,2,2,1
14805.0,536.15,3,302,72
14806.0,110.03999999999999,1,93,9
14807.0,504.14,2,234,37
14809.0,686.76,2,232,18
14810.0,446.59,3,230,51
14811.0,170.5,1,74,28
14812.0,178.85,1,135,36
14813.0,888.91,4,392,110
14814.0,154.21,1,93,28
14817.0,2849.52,5,1807,107
14818.0,495.76,3,219,52
14819.0,184.34,2,61,40
14820.0,767.47,5,471,31
14821.0,1230.15,7,459,65
14822.0,157.70000000000002,1,94,9
14824.0,2895.2000000000003,6,1429,76
14825.0,2698.17,13,1857,129
14826.0,385.2,2,152,10
14828.0,7699.7,10,7546,65
14829.0,995.29,4,695,61
14831.0,1676.57,3,885,67
14832.0,322.69,1,1,1
14833.0,94.8,1,58,7
14834.0,485.86,1,138,20
14835.0,297.0,2,180,1
14837.0,1810.82,5,1594,91
14838.0,769.9200000000001,2,361,69
14839.0,915.28,3,927,61
14840.0,299.86,1,148,18
14841.0,3867.2400000000002,8,2386,129
14843.0,211.79999999999998,1,132,9
14844.0,3512.62,6,2536,98
14845.0,150.0,1,600,1
14846.0,437.4,1,193,12
14847.0,1039.55,2,413,47
14848.0,310.56,1,260,11
14849.0,7832.91,21,6332,182
14850.0,1457.21,6,1100,120
14851.0,318.06,1,306,14
14852.0,3295.7400000000002,12,2619,73
14853.0,901.0699999999999,3,263,19
14854.0,1563.03,4,1167,75
14855.0,5871.65,5,3243,156
14857.0,2478.731,5,1617,125
14858.0,180.75,1,105,11
14859.0,351.9,1,217,8
14861.0,1254.94,9,959,58
14865.0,77.52000000000001,3,192,3
14866.0,6460.32,8,2481,13
14867.0,2241.78,13,668,53
14868.0,1230.42,4,825,56
14869.0,2056.69,4,1581,136
14870.0,1511.7,5,364,34
14871.0,726.89,5,267,73
14872.0,816.6,3,662,34
14873.0,334.45,1,143,21
14874.0,116.18,1,148,6
14875.0,1397.08,1,774,42
14876.0,256.7,2,162,12
14877.0,425.85,2,168,57
14878.0,2600.41,16,1617,122
14879.0,185.06,1,104,27
14882.0,2956.9500000000003,12,1456,31
14884.0,120.6,1,72,8
14885.0,832.8,2,584,16
14890.0,691.6,2,585,49
14891.0,552.35,2,283,29
14892.0,202.35000000000002,1,79,13
14893.0,571.76,1,248,33
14894.0,837.0600000000001,2,338,23
14895.0,13980.83,18,5863,265
14896.0,1614.45,7,836,140
14897.0,1774.16,4,694,61
14898.0,2195.14,9,1224,124
14899.0,1331.38,1,570,126
14900.0,13.919999999999998,1,48,1
14901.0,860.11,5,387,60
14902.0,702.96,2,498,34
14904.0,605.05,2,537,62
14905.0,1355.24,6,722,39
14906.0,68.44,1,1,1
14907.0,2664.69,10,1126,79
14908.0,104.10000000000001,1,50,5
14909.0,1404.68,3,888,61
14911.0,152121.22,205,69709,1741
14912.0,1021.4,4,848,28
14913.0,2845.7,4,2212,124
14915.0,1503.77,9,595,56
14916.0,1773.97,4,1279,52
14917.0,1123.75,2,891,29
14918.0,4345.66,7,1876,64
14919.0,359.35,1,129,13
14920.0,629.4,1,377,40
14922.0,843.74,2,376,49
14924.0,620.96,2,248,20
14926.0,359.4,2,204,2
14927.0,308.2,1,196,20
14928.0,223.91000000000003,1,268,21
14929.0,612.8100000000001,1,351,23
14930.0,2873.77,3,1033,129
14932.0,666.13,2,257,29
14933.0,1770.0,4,600,1
14934.0,1612.56,3,1058,66
14935.0,1065.12,1,996,16
14936.0,4273.79,4,2189,129
14938.0,2322.43,2,1369,71
14940.0,531.49,2,384,32
14941.0,182.1,1,80,7
14942.0,746.56,4,354,12
14943.0,107.62,1,46,5
14944.0,3884.42,7,2049,110
14945.0,179.4,1,156,11
14947.0,758.97,4,237,37
14949.0,515.0,4,250,16
14952.0,9529.86,21,3622,141
14953.0,685.65,3,790,153
14954.0,167.27,1,92,41
14955.0,163.77,1,74,30
14956.0,1325.0,1,2500,4
14957.0,203.2,1,63,15
14958.0,458.26,3,120,26
14961.0,9365.47,13,4664,212
14962.0,240.21000000000004,3,79,9
14963.0,1651.23,7,1128,193
14966.0,881.24,5,881,93
14967.0,1518.81,5,512,19
14968.0,353.65,1,130,47
14969.0,906.23,1,665,13
14970.0,3327.29,8,732,54
14972.0,30.300000000000004,1,12,2
14975.0,192.45,1,127,15
14977.0,31.929999999999996,1,17,4
14978.0,1190.82,5,213,56
14979.0,429.66,1,209,42
14980.0,150.68,1,79,24
14981.0,270.8,1,144,14
14982.0,237.78,1,125,39
14983.0,183.20000000000002,1,90,30
14984.0,1058.1399999999999,4,290,11
14986.0,563.1,2,338,87
14987.0,1387.4499999999998,7,543,4
14988.0,1704.11,6,1119,140
14989.0,342.4,1,200,18
14990.0,304.17,2,129,41
14991.0,314.67,1,191,21
14992.0,210.5,1,145,27
14993.0,36.13,1,21,9
14994.0,946.72,5,568,233
14996.0,442.28999999999996,2,404,37
14997.0,230.4,1,288,12
14998.0,338.31,2,94,49
14999.0,129.48000000000002,1,88,9
15001.0,199.10999999999999,2,70,44
15002.0,3127.9700000000003,6,1631,172
15003.0,1027.03,6,525,253
15005.0,7681.71,29,4554,409
15006.0,277.4,1,101,47
15008.0,360.0,2,1500,6
15011.0,416.6,2,289,17
15012.0,429.78,2,242,107
15013.0,1610.82,10,1715,177
15015.0,2354.97,13,1584,158
15016.0,450.85,4,167,77
15018.0,111.25,1,21,5
15020.0,198.47,1,111,27
15021.0,826.91,4,350,154
15022.0,281.05,1,113,19
15023.0,5287.64,10,2157,264
15024.0,2414.18,8,1281,120
15025.0,617.83,1,319,72
15026.0,579.89,2,370,65
15027.0,2129.45,6,2217,46
15028.0,521.78,3,333,45
15029.0,365.1,1,234,10
15030.0,1461.63,6,853,19
15031.0,2449.75,10,1176,187
15032.0,8821.55,7,5291,39
15034.0,3957.04,6,2335,231
15037.0,397.76,2,298,40
15038.0,579.67,4,212,119
15039.0,19957.3,47,8905,389
15040.0,7.49,1,1,1
15041.0,109.47,1,91,35
15042.0,179.52,1,208,4
15043.0,2333.3199999999997,5,719,39
15044.0,8389.42,18,2456,202
15046.0,2533.37,10,1213,139
15048.0,98.7,1,32,23
15050.0,2358.62,2,1384,58
15051.0,2543.55,6,2042,113
15055.0,549.12,3,225,77
15056.0,113.64999999999999,1,69,6
15057.0,1766.46,3,726,38
15058.0,1285.04,5,591,52
15059.0,2153.48,10,995,210
15061.0,83284.38,86,51791,116
15062.0,1597.76,4,1109,75
15064.0,1254.41,4,810,75
15065.0,168.73,1,63,11
15067.0,2118.12,2,1197,94
15068.0,621.54,2,468,104
15070.0,776.65,3,347,26
15071.0,473.49,2,147,27
15072.0,187.51999999999998,1,164,13
15073.0,1744.61,5,919,89
15074.0,817.46,2,608,31
15076.0,566.89,2,295,30
15077.0,2428.08,2,528,28
15078.0,8018.77,23,3885,58
15079.0,2871.74,8,1115,83
15080.0,546.25,2,287,31
15081.0,1460.92,8,616,58
15082.0,93.35000000000001,1,43,6
15084.0,965.2,2,600,31
15085.0,347.54,1,169,9
15086.0,218.53,2,95,10
15091.0,565.9,2,236,27
15092.0,318.65,1,95,19
15093.0,9788.130000000001,18,7897,86
15094.0,83.0,2,28,4
15095.0,1771.04,6,1154,60
15097.0,710.6700000000001,2,254,39
15100.0,2018.6999999999998,6,254,11
15101.0,1160.41,4,435,48
15102.0,554.67,2,339,26
15105.0,795.98,2,536,50
15107.0,620.85,4,187,28
15109.0,498.15000000000003,2,127,18
15110.0,509.75,2,91,14
15111.0,1163.39,3,454,60
15112.0,209.4,1,72,7
15114.0,639.56,2,436,33
15115.0,191.74,1,88,14
15117.0,934.19,3,1145,46
15122.0,2853.4900000000002,8,1233,107
15123.0,2456.86,3,1329,66
15124.0,266.63,2,229,16
15125.0,5496.39,9,2240,72
15126.0,449.49,2,273,25
15127.0,304.97,1,213,12
15128.0,312.68,1,240,21
15129.0,3412.78,12,2208,56
15131.0,80.28,1,88,7
15133.0,824.48,2,280,20
15134.0,208.3,2,170,12
15135.0,166.63,1,41,11
15137.0,823.4,2,596,34
15138.0,502.52,1,300,31
15140.0,889.44,1,438,32
15141.0,1388.47,7,1197,44
15142.0,2121.18,5,1790,97
15143.0,304.18,1,170,17
15144.0,5579.87,12,2201,98
15149.0,1033.81,4,252,44
15150.0,3686.61,3,2525,231
15151.0,2085.61,2,795,56
15152.0,518.14,1,290,29
15154.0,1089.44,2,244,101
15155.0,383.96999999999997,1,192,24
15157.0,718.04,2,1074,27
15158.0,204.62,1,21,4
15159.0,3475.7200000000003,4,2071,91
15160.0,431.11,3,223,16
15161.0,119.92,1,144,33
15162.0,312.9,1,74,12
15164.0,1203.53,6,561,193
15165.0,487.75,1,160,27
15166.0,167.16,1,140,12
15167.0,1468.82,4,798,233
15169.0,569.22,2,356,58
15170.0,81.15,1,33,4
15173.0,1494.6,7,840,68
15174.0,345.71,1,237,23
15176.0,988.04,1,448,52
15177.0,948.93,1,485,26
15179.0,5284.97,8,3478,154
15180.0,816.9300000000001,3,654,46
15181.0,510.72,2,144,4
15182.0,2376.1020000000003,9,933,68
15183.0,639.93,3,297,33
15184.0,283.19,2,263,19
15186.0,991.7900000000001,3,501,22
15188.0,310.43,1,233,23
15189.0,1298.99,5,753,20
15190.0,834.4399999999999,1,790,40
15191.0,588.05,3,287,33
15192.0,937.07,3,726,40
15194.0,4811.16,14,3466,105
15196.0,313.7,2,130,34
15197.0,797.9,3,589,23
15198.0,377.71,3,207,20
15199.0,1853.7,6,498,17
15200.0,549.05,1,195,30
15201.0,606.4100000000001,2,450,23
15202.0,6001.49,3,3,1
15203.0,2572.38,9,2429,108
15207.0,683.9200000000001,3,428,19
15208.0,100.4,1,40,6
15209.0,178.98000000000002,1,94,13
15210.0,845.01,2,613,46
15211.0,383.07,1,117,23
15212.0,106.47999999999999,1,48,5
15215.0,1687.49,4,551,59
15216.0,389.49,1,189,22
15217.0,426.24,1,190,28
15218.0,5711.9400000000005,11,3201,95
15219.0,379.7,1,226,17
15221.0,2062.2000000000003,4,244,21
15222.0,2965.91,10,4018,97
15223.0,662.2,3,172,12
15224.0,549.28,3,291,19
15227.0,1269.0900000000001,4,467,54
15228.0,2193.56,2,1120,94
15229.0,160.5,1,114,9
15231.0,250.26,1,190,14
15233.0,59.400000000000006,1,12,1
15235.0,690.3000000000001,6,411,43
15240.0,2753.41,7,1845,97
15241.0,1293.72,3,1510,56
15242.0,302.04,1,196,4
15243.0,610.6,1,358,39
15244.0,280.51,1,67,14
15245.0,2095.0,5,1237,36
15246.0,266.25,1,112,18
15247.0,620.06,2,354,10
15248.0,1893.93,3,1065,103
15249.0,2577.54,5,1403,122
15250.0,60.0,1,48,3
15251.0,9839.55,10,5937,99
15252.0,1362.63,3,908,73
15253.0,1136.89,3,722,58
15254.0,787.99,2,436,46
15255.0,2815.17,8,1725,101
15256.0,71.95,1,37,4
15257.0,368.75,1,25,5
15259.0,1182.3799999999999,4,631,50
15260.0,7377.46,20,3837,161
15261.0,1253.18,3,536,70
15262.0,239.87,2,145,14
15264.0,454.66,1,178,32
15265.0,1839.52,2,958,109
15266.0,732.91,4,218,36
15268.0,961.9000000000001,3,428,21
15269.0,816.56,2,346,32
15270.0,6170.97,14,2489,55
15271.0,2146.95,10,1239,248
15272.0,1309.01,4,355,209
15273.0,228.96,1,216,1
15276.0,491.17,3,256,115
15277.0,220.44,1,168,14
15278.0,496.15999999999997,4,458,29
15279.0,1290.03,4,613,58
15280.0,284.4,2,353,39
15281.0,6211.42,7,4022,337
15282.0,348.59,1,395,27
15283.0,148.33,3,27,9
15284.0,24.75,1,5,1
15285.0,94.92,1,120,6
15287.0,369.34000000000003,3,577,13
15288.0,1574.51,6,627,78
15289.0,653.3100000000001,2,619,33
15290.0,2553.06,8,2066,34
15291.0,9178.26,26,2914,80
15293.0,247.5,1,178,19
15294.0,233.35,1,97,15
15295.0,207.04,1,139,50
15296.0,6650.17,6,3686,253
15298.0,4659.47,12,3170,145
15299.0,3484.5299999999997,6,2505,5
15301.0,2533.09,6,1515,106
15302.0,308.0,1,102,15
15303.0,650.16,2,266,36
15304.0,225.15,2,29,5
15305.0,93.6,1,40,5
15306.0,2310.38,6,2264,80
15309.0,797.96,4,440,49
15310.0,1634.64,1,1476,45
15311.0,55946.33,121,32784,594
15312.0,2005.3400000000001,8,1177,90
15314.0,492.47999999999996,2,437,25
15317.0,129.75,1,45,5
15321.0,3961.42,9,2472,186
15322.0,711.18,1,555,41
15323.0,434.6,3,188,29
15324.0,140.22000000000003,1,74,8
15325.0,1439.72,7,1151,141
15326.0,1388.81,4,965,78
15328.0,107.24,1,88,8
15329.0,1909.13,8,731,60
15331.0,767.91,3,701,41
15332.0,4892.68,6,2306,113
15336.0,240.5,1,84,15
15337.0,373.02,1,200,21
15338.0,277.93,1,148,56
15339.0,1246.95,5,722,108
15340.0,105.5,1,76,7
15341.0,382.2,1,196,7
15346.0,343.7,2,116,20
15347.0,1162.0,4,542,29
15350.0,547.6,2,272,26
15351.0,1770.23,4,737,103
15352.0,111.15,1,40,34
15353.0,2336.0,6,1181,247
15354.0,284.4,3,3,1
15356.0,664.66,4,324,153
15358.0,8703.210000000001,22,8328,264
15359.0,181.35,8,145,10
15361.0,270.15000000000003,3,37,3
15362.0,613.08,2,368,38
15363.0,678.11,2,383,32
15365.0,2242.81,6,1047,82
15366.0,1786.57,5,1826,67
15367.0,3203.74,7,1887,148
15368.0,275.8,1,176,4
15369.0,6251.26,11,3288,44
15370.0,1352.96,1,567,50
15371.0,59.400000000000006,1,12,1
15372.0,4009.66,7,3486,19
15373.0,1002.9300000000001,6,268,49
15374.0,139.32,1,164,6
15375.0,60.959999999999994,1,84,6
15377.0,1211.75,4,253,15
15378.0,246.5,2,130,8
15379.0,1174.55,1,695,69
15380.0,1788.8,7,656,6
15381.0,1293.72,3,631,16
15382.0,7777.84,6,5166,196
15384.0,1385.38,2,1171,70
15385.0,625.2,2,267,8
15387.0,468.65,1,335,20
15389.0,2233.8,4,3540,2
15390.0,1216.66,2,894,77
15391.0,289.87,1,109,12
15392.0,1376.0900000000001,3,867,48
15393.0,659.48,3,228,29
15394.0,3103.26,7,1462,101
15396.0,508.20000000000005,1,156,2
15400.0,586.1,3,272,11
15401.0,216.95000000000002,2,93,14
15402.0,1203.77,4,1340,58
15403.0,170.88,2,492,6
15404.0,257.06,1,334,16
15405.0,310.74,1,155,22
15406.0,465.15999999999997,2,293,66
15409.0,131.25,1,59,9
15410.0,1234.88,2,702,32
15413.0,6798.72,5,2694,20
15416.0,588.5,3,330,36
15418.0,449.42,2,264,64
15420.0,743.0,6,844,52
15421.0,2854.98,6,1427,160
15422.0,1522.27,5,672,79
15423.0,223.39,2,97,12
15424.0,214.44,1,319,16
15425.0,1941.12,4,1041,114
15426.0,1134.85,5,534,199
15428.0,668.97,3,245,35
15430.0,954.75,2,309,36
15431.0,153.24,1,84,2
15432.0,149.57,1,27,6
15434.0,1525.5800000000002,6,776,60
15437.0,193.29000000000002,1,98,12
15439.0,1269.05,4,572,49
15441.0,1254.21,3,587,45
15443.0,1900.6399999999999,7,1060,212
15445.0,171.0,1,60,9
15446.0,399.75,3,265,90
15447.0,337.71000000000004,4,143,20
15448.0,294.17,1,255,21
15451.0,226.86,2,76,56
15452.0,1256.63,3,807,126
15454.0,126.89,1,60,15
15455.0,38.25,1,3,2
15456.0,1656.93,7,2094,105
15458.0,208.79999999999998,1,144,6
15459.0,202.82999999999998,2,121,6
15461.0,429.7,2,230,1
15462.0,502.45,1,323,30
15465.0,5281.53,15,1506,77
15466.0,1225.93,3,695,172
15468.0,962.97,1,1245,56
15469.0,335.7,1,134,19
15470.0,63.419999999999995,1,232,4
15471.0,837.53,2,414,67
15473.0,274.8,1,104,3
15474.0,150.35,1,55,19
15476.0,2209.98,4,1174,67
15477.0,368.4,1,216,2
15478.0,583.56,1,319,24
15479.0,147.4,1,38,9
15480.0,5373.5,4,1549,162
15481.0,1993.34,1,1450,38
15482.0,3537.6,7,1512,41
15483.0,592.56,6,614,149
15484.0,1061.69,2,924,53
15485.0,3186.01,5,1263,45
15486.0,102.0,1,40,1
15487.0,231.32,1,144,14
15488.0,340.6,4,178,8
15489.0,1285.3300000000002,5,656,43
15490.0,210.85,1,82,22
15493.0,2168.27,4,655,201
15494.0,2422.02,3,1913,219
15495.0,246.5,1,194,20
15496.0,146.14000000000001,1,98,22
15497.0,7395.19,7,2313,61
15498.0,12633.18,19,6493,340
15499.0,158.65,1,59,40
15501.0,399.95,2,205,64
15502.0,3548.34,5,1613,114
15503.0,116.26,1,60,50
15504.0,349.87,3,108,33
15506.0,1058.25,3,795,82
15509.0,152.41,1,58,26
15512.0,210.58,2,167,22
15513.0,12992.33,18,5122,154
15514.0,2368.34,7,1989,97
15515.0,171.81,1,131,7
15518.0,2268.44,7,1547,166
15519.0,344.61,2,116,34
15521.0,4117.44,8,2671,121
15523.0,16847.18,15,15501,63
15524.0,151.4,1,24,8
15525.0,430.78,2,253,66
15527.0,3126.36,15,1220,119
15529.0,1116.72,2,992,133
15530.0,311.37,1,390,31
15532.0,2174.12,6,822,281
15534.0,162.25,1,63,8
15535.0,541.47,2,179,50
15536.0,259.09,1,242,16
15538.0,3358.3999999999996,6,1016,3
15540.0,247.38,1,244,16
15542.0,855.71,3,418,212
15543.0,114.4,1,81,28
15544.0,4615.72,12,3910,125
15545.0,135.32999999999998,1,75,31
15546.0,1079.1000000000001,2,198,6
15547.0,5146.45,12,3279,365
15548.0,158.09,1,64,23
15549.0,652.7,5,242,43
15550.0,1635.42,8,844,138
15551.0,1243.75,6,578,95
15552.0,162.4,1,106,13
15555.0,7272.03,22,4579,437
15558.0,202.68,1,73,23
15559.0,1109.4,1,526,62
15560.0,153.52,2,72,10
15561.0,1133.8,4,1067,44
15562.0,536.88,2,521,31
15563.0,1459.02,3,1504,111
15564.0,70.74000000000001,2,42,4
15566.0,227.87,2,153,9
15569.0,2207.74,5,1068,102
15570.0,5105.32,14,2181,302
15571.0,3241.92,10,2147,410
15572.0,1431.78,3,876,113
15573.0,617.63,3,415,104
15574.0,774.84,3,577,159
15575.0,30.1,1,6,3
15577.0,137.15,2,31,20
15579.0,923.03,3,596,106
15580.0,1375.39,8,955,150
15581.0,4067.9700000000003,26,2849,456
15583.0,95.96,1,56,37
15584.0,547.34,2,170,93
15586.0,1139.1,3,1338,30
15587.0,608.4000000000001,3,216,3
15588.0,579.6,1,96,4
15590.0,1496.6,5,832,75
15591.0,217.9,3,58,6
15595.0,357.6,1,144,4
15596.0,1723.45,5,815,65
15597.0,238.8,1,114,15
15598.0,307.34,1,244,22
15599.0,488.32,1,380,31
15600.0,1199.31,4,657,55
15601.0,8183.56,17,6078,161
15602.0,1932.64,8,1212,47
15603.0,40.0,1,32,2
15605.0,738.57,5,271,37
15606.0,2310.83,8,723,47
15607.0,1604.21,8,1268,83
15608.0,692.3,1,548,45
15611.0,1405.83,13,243,24
15613.0,433.71999999999997,1,700,27
15614.0,3147.36,4,1632,73
15615.0,10974.23,24,6582,193
15616.0,317.11,1,137,13
15617.0,828.5500000000001,3,485,41
15620.0,389.18,1,334,29
15622.0,4143.05,8,2417,197
15623.0,2136.02,7,962,77
15625.0,1702.1399999999999,5,1832,78
15626.0,391.72,1,372,31
15627.0,566.9,2,344,23
15628.0,2782.02,9,1925,86
15629.0,2240.9,4,1518,39
15630.0,295.05,1,187,20
15631.0,596.67,1,525,39
15633.0,4335.96,13,2048,77
15634.0,311.1,1,128,19
15635.0,100.35,1,5,2
15636.0,719.82,2,276,27
15637.0,574.23,4,523,23
15638.0,2265.2,6,1134,20
15639.0,639.76,2,526,40
15640.0,11411.92,15,5748,139
15641.0,3458.35,8,2860,168
15642.0,105.78000000000002,1,270,6
15645.0,443.16,2,140,16
15646.0,526.97,3,657,50
15647.0,169.0,1,124,11
15649.0,1354.35,3,293,8
15650.0,553.88,2,210,33
15651.0,612.76,2,392,28
15652.0,1068.2,4,449,76
15658.0,1399.3700000000001,4,449,58
15659.0,226.04,2,50,8
15660.0,1212.13,7,843,44
15661.0,906.15,6,543,26
15662.0,283.73,2,145,12
15664.0,867.6,3,373,46
15665.0,1764.86,3,1123,122
15666.0,632.9399999999999,2,469,62
15670.0,152.15,1,41,7
15672.0,45.300000000000004,1,10,3
15673.0,3478.09,5,1823,95
15674.0,4501.63,8,2373,199
15675.0,218.35,1,97,14
15677.0,648.4,2,356,32
15678.0,1473.24,2,838,67
15680.0,3173.9,8,2122,128
15681.0,1563.54,9,576,23
15682.0,318.24,2,222,25
15683.0,330.79,1,201,16
15684.0,173.95,3,77,9
15685.0,55.980000000000004,1,36,17
15686.0,90.0,1,72,1
15688.0,190.57,1,95,26
15689.0,266.93,1,123,15
15691.0,434.5,3,140,10
15693.0,37.5,1,30,1
15694.0,4331.41,12,981,43
15695.0,721.06,2,272,35
15696.0,1170.1100000000001,5,371,36
15697.0,246.75,1,127,14
15698.0,46.2,1,60,2
15702.0,140.39000000000001,2,103,30
15704.0,1441.04,2,681,75
15708.0,969.19,3,369,57
15709.0,194.6,1,48,20
15710.0,898.87,1,641,110
15711.0,420.25,2,199,25
15712.0,2400.05,7,791,69
15713.0,654.09,3,360,39
15714.0,453.93,3,175,14
15715.0,658.02,5,246,33
15716.0,1913.55,8,1070,141
15717.0,456.70000000000005,4,154,13
15718.0,293.79,1,95,18
15719.0,5165.9,18,2638,283
15720.0,140.49,1,46,25
15722.0,3022.79,6,1256,74
15723.0,740.0,3,354,77
15724.0,92.6,1,44,6
15726.0,321.91,1,123,23
15727.0,4212.65,8,2845,278
15728.0,544.6,2,132,10
15729.0,107.55000000000001,2,19,5
15730.0,605.7,2,372,40
15731.0,125.3,1,122,8
15732.0,1387.95,9,1146,53
15734.0,923.85,2,170,14
15735.0,327.68,1,206,19
15736.0,1767.12,2,1208,95
15738.0,8560.550000000001,26,6303,64
15741.0,208.62,2,70,11
15742.0,156.87,1,51,41
15747.0,1553.17,6,878,78
15748.0,465.45000000000005,2,211,16
15750.0,4330.461,12,2806,250
15751.0,1380.44,11,443,90
15752.0,1557.96,3,985,174
15754.0,2579.04,6,1563,90
15755.0,3628.87,11,2607,181
15757.0,2225.94,4,1266,127
15759.0,577.8900000000001,4,463,7
15760.0,13916.34,2,2,1
15761.0,143.05,1,31,5
15764.0,1223.1100000000001,2,895,69
15765.0,370.63,1,335,25
15766.0,516.0,2,164,15
15768.0,14685.06,31,3971,416
15769.0,32451.6,21,19432,11
15770.0,321.45,1,67,18
15771.0,1006.54,3,512,26
15772.0,280.88,1,110,16
15773.0,138.84,1,99,37
15774.0,1017.54,5,378,69
15775.0,45.6,1,192,2
15777.0,715.5,3,221,15
15778.0,307.95,1,101,17
15779.0,124.08000000000001,2,20,8
15782.0,1399.36,1,980,18
15784.0,848.3299999999999,2,381,33
15785.0,3640.96,11,2867,78
15786.0,3582.62,2,2617,166
15788.0,221.82999999999998,1,115,14
15789.0,1610.71,5,2061,90
15791.0,1995.65,3,1239,73
15792.0,933.84,2,606,57
15793.0,1433.96,5,1132,9
15794.0,777.0,2,288,15
15795.0,1369.8600000000001,7,830,74
15796.0,2463.02,9,873,107
15797.0,613.6800000000001,2,408,4
15798.0,1535.37,3,915,73
15799.0,537.2,1,386,54
15800.0,530.18,5,243,97
15803.0,1513.84,3,740,42
15805.0,4660.75,13,2838,176
15807.0,913.62,2,1102,40
15808.0,14482.03,18,5775,314
15809.0,758.67,2,399,22
15810.0,1607.06,4,792,48
15811.0,1557.38,2,805,120
15812.0,3400.33,7,2528,57
15814.0,689.11,2,457,23
15816.0,144.14999999999998,2,54,11
15817.0,2766.4,3,1596,133
15818.0,340.5,1,284,11
15819.0,2029.34,6,1571,110
15822.0,954.59,4,575,25
15823.0,3882.17,3,1774,155
15824.0,890.94,2,478,24
15826.0,943.97,1,861,51
15827.0,1957.98,16,942,73
15828.0,1108.82,1,367,74
15833.0,80.4,1,24,5
15834.0,1539.24,3,854,105
15837.0,385.03000000000003,1,216,28
15838.0,40519.92,16,46296,11
15841.0,1518.35,5,1449,41
15842.0,548.8,2,296,24
15845.0,714.51,3,202,36
15846.0,107.01,1,79,27
15847.0,433.3,3,194,22
15848.0,137.99,1,45,34
15850.0,771.87,4,1036,197
15851.0,109.73,1,67,8
15852.0,96.55,1,12,11
15854.0,2609.16,9,765,83
15855.0,340.48,1,242,15
15856.0,17703.63,26,9359,182
15857.0,273.48,1,276,10
15858.0,2508.77,9,1751,203
15859.0,438.46,1,174,22
15860.0,1498.8,10,894,169
15861.0,1222.28,4,1309,191
15862.0,2033.64,10,1059,351
15863.0,286.26,3,143,56
15864.0,244.44000000000003,1,294,3
15865.0,1346.29,2,773,86
15867.0,5224.81,17,3061,371
15868.0,94.53,1,57,4
15869.0,171.47,1,98,18
15870.0,506.02,3,171,61
15871.0,33.099999999999994,1,5,5
15872.0,413.0,2,280,70
15873.0,313.91999999999996,4,1152,3
15874.0,6876.4800000000005,14,2568,168
15875.0,108.52,1,74,18
15876.0,1449.1399999999999,2,886,11
15878.0,330.77,2,243,47
15879.0,1137.8,4,639,171
15880.0,329.03000000000003,1,202,95
15882.0,979.62,6,538,45
15884.0,244.60000000000002,2,152,14
15885.0,1572.47,12,511,68
15886.0,871.78,3,520,47
15887.0,1027.15,3,605,27
15888.0,260.85,2,63,24
15889.0,1279.6,7,735,237
15890.0,535.65,5,119,10
15892.0,128.2,1,46,38
15893.0,305.28000000000003,1,288,1
15894.0,151.44,1,111,32
15898.0,4129.26,22,1820,277
15899.0,56.25,1,39,4
15900.0,549.29,3,440,68
15901.0,335.99,4,316,49
15902.0,145.01,1,124,18
15903.0,3813.0800000000004,5,1516,20
15905.0,114.69,1,82,22
15906.0,962.5,3,205,41
15908.0,758.62,2,173,37
15910.0,1432.29,7,1145,244
15911.0,1838.49,8,810,162
15912.0,810.08,7,574,66
15913.0,6.300000000000001,1,3,1
15914.0,205.99,2,149,13
15915.0,364.45,1,414,105
15916.0,1874.83,7,931,139
15917.0,407.07,4,206,115
15918.0,248.65,1,87,21
15919.0,214.08,1,175,38
15920.0,401.64,5,139,42
15921.0,451.88,3,173,52
15922.0,369.5,1,138,11
15923.0,127.08,1,122,21
15924.0,102.82000000000001,1,103,14
15926.0,134.44,1,155,7
15927.0,106.54,1,66,13
15928.0,293.53,1,164,11
15929.0,594.0,1,120,1
15931.0,239.9,1,118,14
15934.0,2190.66,2,2166,29
15936.0,282.79,2,211,16
15938.0,330.23,4,209,19
15939.0,2951.23,1,1532,41
15941.0,405.0,1,60,6
15943.0,271.28999999999996,2,183,12
15944.0,1839.1399999999999,3,809,25
15945.0,646.27,4,345,24
15946.0,2304.18,3,1614,25
15948.0,553.85,1,285,35
15950.0,5376.2,6,2635,182
15951.0,304.95,1,107,18
15953.0,1990.8,11,950,61
15954.0,190.75,1,119,20
15955.0,4242.1,9,2078,115
15956.0,617.6,2,278,18
